"DATE","TZ","TEMP"
2014-09-24 17:00:00,"Etc/GMT-7",9.866
2014-09-24 19:00:00,"Etc/GMT-7",9.866
2014-09-24 21:00:00,"Etc/GMT-7",9.768
2014-09-24 23:00:00,"Etc/GMT-7",9.669
2014-09-25 01:00:00,"Etc/GMT-7",9.571
2014-09-25 03:00:00,"Etc/GMT-7",9.571
2014-09-25 05:00:00,"Etc/GMT-7",9.373
2014-09-25 07:00:00,"Etc/GMT-7",9.275
2014-09-25 09:00:00,"Etc/GMT-7",9.275
2014-09-25 11:00:00,"Etc/GMT-7",9.275
2014-09-25 13:00:00,"Etc/GMT-7",9.275
2014-09-25 15:00:00,"Etc/GMT-7",9.472
2014-09-25 17:00:00,"Etc/GMT-7",9.373
2014-09-25 19:00:00,"Etc/GMT-7",9.373
2014-09-25 21:00:00,"Etc/GMT-7",9.176
2014-09-25 23:00:00,"Etc/GMT-7",9.077
2014-09-26 01:00:00,"Etc/GMT-7",8.879
2014-09-26 03:00:00,"Etc/GMT-7",8.879
2014-09-26 05:00:00,"Etc/GMT-7",8.779
2014-09-26 07:00:00,"Etc/GMT-7",8.68
2014-09-26 09:00:00,"Etc/GMT-7",8.581
2014-09-26 11:00:00,"Etc/GMT-7",8.779
2014-09-26 13:00:00,"Etc/GMT-7",8.879
2014-09-26 15:00:00,"Etc/GMT-7",8.978
2014-09-26 17:00:00,"Etc/GMT-7",8.978
2014-09-26 19:00:00,"Etc/GMT-7",8.978
2014-09-26 21:00:00,"Etc/GMT-7",8.879
2014-09-26 23:00:00,"Etc/GMT-7",8.879
2014-09-27 01:00:00,"Etc/GMT-7",8.879
2014-09-27 03:00:00,"Etc/GMT-7",8.779
2014-09-27 05:00:00,"Etc/GMT-7",8.68
2014-09-27 07:00:00,"Etc/GMT-7",8.481
2014-09-27 09:00:00,"Etc/GMT-7",8.282
2014-09-27 11:00:00,"Etc/GMT-7",8.382
2014-09-27 13:00:00,"Etc/GMT-7",8.581
2014-09-27 15:00:00,"Etc/GMT-7",8.779
2014-09-27 17:00:00,"Etc/GMT-7",8.779
2014-09-27 19:00:00,"Etc/GMT-7",8.779
2014-09-27 21:00:00,"Etc/GMT-7",8.68
2014-09-27 23:00:00,"Etc/GMT-7",8.68
2014-09-28 01:00:00,"Etc/GMT-7",8.581
2014-09-28 03:00:00,"Etc/GMT-7",8.481
2014-09-28 05:00:00,"Etc/GMT-7",8.382
2014-09-28 07:00:00,"Etc/GMT-7",8.282
2014-09-28 09:00:00,"Etc/GMT-7",8.182
2014-09-28 11:00:00,"Etc/GMT-7",8.282
2014-09-28 13:00:00,"Etc/GMT-7",8.382
2014-09-28 15:00:00,"Etc/GMT-7",8.481
2014-09-28 17:00:00,"Etc/GMT-7",8.581
2014-09-28 19:00:00,"Etc/GMT-7",8.581
2014-09-28 21:00:00,"Etc/GMT-7",8.481
2014-09-28 23:00:00,"Etc/GMT-7",8.481
2014-09-29 01:00:00,"Etc/GMT-7",8.382
2014-09-29 03:00:00,"Etc/GMT-7",8.282
2014-09-29 05:00:00,"Etc/GMT-7",8.182
2014-09-29 07:00:00,"Etc/GMT-7",8.082
2014-09-29 09:00:00,"Etc/GMT-7",7.983
2014-09-29 11:00:00,"Etc/GMT-7",8.182
2014-09-29 13:00:00,"Etc/GMT-7",8.382
2014-09-29 15:00:00,"Etc/GMT-7",8.481
2014-09-29 17:00:00,"Etc/GMT-7",8.581
2014-09-29 19:00:00,"Etc/GMT-7",8.68
2014-09-29 21:00:00,"Etc/GMT-7",8.581
2014-09-29 23:00:00,"Etc/GMT-7",8.282
2014-09-30 01:00:00,"Etc/GMT-7",8.082
2014-09-30 03:00:00,"Etc/GMT-7",7.983
2014-09-30 05:00:00,"Etc/GMT-7",7.882
2014-09-30 07:00:00,"Etc/GMT-7",7.782
2014-09-30 09:00:00,"Etc/GMT-7",7.682
2014-09-30 11:00:00,"Etc/GMT-7",7.582
2014-09-30 13:00:00,"Etc/GMT-7",7.782
2014-09-30 15:00:00,"Etc/GMT-7",7.882
2014-09-30 17:00:00,"Etc/GMT-7",7.882
2014-09-30 19:00:00,"Etc/GMT-7",7.782
2014-09-30 21:00:00,"Etc/GMT-7",7.782
2014-09-30 23:00:00,"Etc/GMT-7",7.682
2014-10-01 01:00:00,"Etc/GMT-7",7.481
2014-10-01 03:00:00,"Etc/GMT-7",7.28
2014-10-01 05:00:00,"Etc/GMT-7",6.978
2014-10-01 07:00:00,"Etc/GMT-7",6.775
2014-10-01 09:00:00,"Etc/GMT-7",6.674
2014-10-01 11:00:00,"Etc/GMT-7",6.877
2014-10-01 13:00:00,"Etc/GMT-7",6.978
2014-10-01 15:00:00,"Etc/GMT-7",7.179
2014-10-01 17:00:00,"Etc/GMT-7",7.28
2014-10-01 19:00:00,"Etc/GMT-7",7.28
2014-10-01 21:00:00,"Etc/GMT-7",7.179
2014-10-01 23:00:00,"Etc/GMT-7",7.079
2014-10-02 01:00:00,"Etc/GMT-7",7.079
2014-10-02 03:00:00,"Etc/GMT-7",6.877
2014-10-02 05:00:00,"Etc/GMT-7",6.573
2014-10-02 07:00:00,"Etc/GMT-7",6.37
2014-10-02 09:00:00,"Etc/GMT-7",6.166
2014-10-02 11:00:00,"Etc/GMT-7",6.166
2014-10-02 13:00:00,"Etc/GMT-7",6.37
2014-10-02 15:00:00,"Etc/GMT-7",6.573
2014-10-02 17:00:00,"Etc/GMT-7",6.674
2014-10-02 19:00:00,"Etc/GMT-7",6.775
2014-10-02 21:00:00,"Etc/GMT-7",6.775
2014-10-02 23:00:00,"Etc/GMT-7",6.674
2014-10-03 01:00:00,"Etc/GMT-7",6.674
2014-10-03 03:00:00,"Etc/GMT-7",6.573
2014-10-03 05:00:00,"Etc/GMT-7",6.674
2014-10-03 07:00:00,"Etc/GMT-7",6.674
2014-10-03 09:00:00,"Etc/GMT-7",6.674
2014-10-03 11:00:00,"Etc/GMT-7",6.877
2014-10-03 13:00:00,"Etc/GMT-7",7.079
2014-10-03 15:00:00,"Etc/GMT-7",7.28
2014-10-03 17:00:00,"Etc/GMT-7",7.381
2014-10-03 19:00:00,"Etc/GMT-7",7.481
2014-10-03 21:00:00,"Etc/GMT-7",7.481
2014-10-03 23:00:00,"Etc/GMT-7",7.481
2014-10-04 01:00:00,"Etc/GMT-7",7.481
2014-10-04 03:00:00,"Etc/GMT-7",7.481
2014-10-04 05:00:00,"Etc/GMT-7",7.582
2014-10-04 07:00:00,"Etc/GMT-7",7.582
2014-10-04 09:00:00,"Etc/GMT-7",7.682
2014-10-04 11:00:00,"Etc/GMT-7",7.782
2014-10-04 13:00:00,"Etc/GMT-7",7.983
2014-10-04 15:00:00,"Etc/GMT-7",8.082
2014-10-04 17:00:00,"Etc/GMT-7",8.182
2014-10-04 19:00:00,"Etc/GMT-7",8.182
2014-10-04 21:00:00,"Etc/GMT-7",8.182
2014-10-04 23:00:00,"Etc/GMT-7",8.182
2014-10-05 01:00:00,"Etc/GMT-7",8.182
2014-10-05 03:00:00,"Etc/GMT-7",8.182
2014-10-05 05:00:00,"Etc/GMT-7",8.182
2014-10-05 07:00:00,"Etc/GMT-7",8.182
2014-10-05 09:00:00,"Etc/GMT-7",8.182
2014-10-05 11:00:00,"Etc/GMT-7",8.182
2014-10-05 13:00:00,"Etc/GMT-7",8.282
2014-10-05 15:00:00,"Etc/GMT-7",8.382
2014-10-05 17:00:00,"Etc/GMT-7",8.481
2014-10-05 19:00:00,"Etc/GMT-7",8.481
2014-10-05 21:00:00,"Etc/GMT-7",8.481
2014-10-05 23:00:00,"Etc/GMT-7",8.481
2014-10-06 01:00:00,"Etc/GMT-7",8.481
2014-10-06 03:00:00,"Etc/GMT-7",8.481
2014-10-06 05:00:00,"Etc/GMT-7",8.481
2014-10-06 07:00:00,"Etc/GMT-7",8.481
2014-10-06 09:00:00,"Etc/GMT-7",8.481
2014-10-06 11:00:00,"Etc/GMT-7",8.481
2014-10-06 13:00:00,"Etc/GMT-7",8.581
2014-10-06 15:00:00,"Etc/GMT-7",8.779
2014-10-06 17:00:00,"Etc/GMT-7",8.879
2014-10-06 19:00:00,"Etc/GMT-7",8.879
2014-10-06 21:00:00,"Etc/GMT-7",8.879
2014-10-06 23:00:00,"Etc/GMT-7",8.779
2014-10-07 01:00:00,"Etc/GMT-7",8.779
2014-10-07 03:00:00,"Etc/GMT-7",8.779
2014-10-07 05:00:00,"Etc/GMT-7",8.779
2014-10-07 07:00:00,"Etc/GMT-7",8.779
2014-10-07 09:00:00,"Etc/GMT-7",8.68
2014-10-07 11:00:00,"Etc/GMT-7",8.779
2014-10-07 13:00:00,"Etc/GMT-7",8.779
2014-10-07 15:00:00,"Etc/GMT-7",8.879
2014-10-07 17:00:00,"Etc/GMT-7",8.978
2014-10-07 19:00:00,"Etc/GMT-7",9.077
2014-10-07 21:00:00,"Etc/GMT-7",9.077
2014-10-07 23:00:00,"Etc/GMT-7",8.978
2014-10-08 01:00:00,"Etc/GMT-7",8.978
2014-10-08 03:00:00,"Etc/GMT-7",8.879
2014-10-08 05:00:00,"Etc/GMT-7",8.581
2014-10-08 07:00:00,"Etc/GMT-7",8.382
2014-10-08 09:00:00,"Etc/GMT-7",8.382
2014-10-08 11:00:00,"Etc/GMT-7",8.481
2014-10-08 13:00:00,"Etc/GMT-7",8.581
2014-10-08 15:00:00,"Etc/GMT-7",8.68
2014-10-08 17:00:00,"Etc/GMT-7",8.68
2014-10-08 19:00:00,"Etc/GMT-7",8.581
2014-10-08 21:00:00,"Etc/GMT-7",8.481
2014-10-08 23:00:00,"Etc/GMT-7",8.282
2014-10-09 01:00:00,"Etc/GMT-7",8.182
2014-10-09 03:00:00,"Etc/GMT-7",8.082
2014-10-09 05:00:00,"Etc/GMT-7",7.983
2014-10-09 07:00:00,"Etc/GMT-7",7.882
2014-10-09 09:00:00,"Etc/GMT-7",7.882
2014-10-09 11:00:00,"Etc/GMT-7",7.983
2014-10-09 13:00:00,"Etc/GMT-7",8.082
2014-10-09 15:00:00,"Etc/GMT-7",8.182
2014-10-09 17:00:00,"Etc/GMT-7",8.282
2014-10-09 19:00:00,"Etc/GMT-7",8.182
2014-10-09 21:00:00,"Etc/GMT-7",8.182
2014-10-09 23:00:00,"Etc/GMT-7",8.182
2014-10-10 01:00:00,"Etc/GMT-7",8.082
2014-10-10 03:00:00,"Etc/GMT-7",7.983
2014-10-10 05:00:00,"Etc/GMT-7",7.882
2014-10-10 07:00:00,"Etc/GMT-7",7.882
2014-10-10 09:00:00,"Etc/GMT-7",7.782
2014-10-10 11:00:00,"Etc/GMT-7",7.782
2014-10-10 13:00:00,"Etc/GMT-7",7.983
2014-10-10 15:00:00,"Etc/GMT-7",8.182
2014-10-10 17:00:00,"Etc/GMT-7",8.282
2014-10-10 19:00:00,"Etc/GMT-7",8.282
2014-10-10 21:00:00,"Etc/GMT-7",8.282
2014-10-10 23:00:00,"Etc/GMT-7",8.182
2014-10-11 01:00:00,"Etc/GMT-7",8.182
2014-10-11 03:00:00,"Etc/GMT-7",8.182
2014-10-11 05:00:00,"Etc/GMT-7",8.282
2014-10-11 07:00:00,"Etc/GMT-7",8.182
2014-10-11 09:00:00,"Etc/GMT-7",8.082
2014-10-11 11:00:00,"Etc/GMT-7",8.082
2014-10-11 13:00:00,"Etc/GMT-7",8.082
2014-10-11 15:00:00,"Etc/GMT-7",7.882
2014-10-11 17:00:00,"Etc/GMT-7",7.882
2014-10-11 19:00:00,"Etc/GMT-7",7.782
2014-10-11 21:00:00,"Etc/GMT-7",7.782
2014-10-11 23:00:00,"Etc/GMT-7",7.782
2014-10-12 01:00:00,"Etc/GMT-7",7.682
2014-10-12 03:00:00,"Etc/GMT-7",7.682
2014-10-12 05:00:00,"Etc/GMT-7",7.582
2014-10-12 07:00:00,"Etc/GMT-7",7.582
2014-10-12 09:00:00,"Etc/GMT-7",7.481
2014-10-12 11:00:00,"Etc/GMT-7",7.582
2014-10-12 13:00:00,"Etc/GMT-7",7.582
2014-10-12 15:00:00,"Etc/GMT-7",7.682
2014-10-12 17:00:00,"Etc/GMT-7",7.782
2014-10-12 19:00:00,"Etc/GMT-7",7.782
2014-10-12 21:00:00,"Etc/GMT-7",7.682
2014-10-12 23:00:00,"Etc/GMT-7",7.682
2014-10-13 01:00:00,"Etc/GMT-7",7.582
2014-10-13 03:00:00,"Etc/GMT-7",7.582
2014-10-13 05:00:00,"Etc/GMT-7",7.381
2014-10-13 07:00:00,"Etc/GMT-7",7.28
2014-10-13 09:00:00,"Etc/GMT-7",7.381
2014-10-13 11:00:00,"Etc/GMT-7",7.481
2014-10-13 13:00:00,"Etc/GMT-7",7.682
2014-10-13 15:00:00,"Etc/GMT-7",7.782
2014-10-13 17:00:00,"Etc/GMT-7",7.782
2014-10-13 19:00:00,"Etc/GMT-7",7.983
2014-10-13 21:00:00,"Etc/GMT-7",8.082
2014-10-13 23:00:00,"Etc/GMT-7",8.182
2014-10-14 01:00:00,"Etc/GMT-7",8.082
2014-10-14 03:00:00,"Etc/GMT-7",7.582
2014-10-14 05:00:00,"Etc/GMT-7",7.28
2014-10-14 07:00:00,"Etc/GMT-7",7.28
2014-10-14 09:00:00,"Etc/GMT-7",7.179
2014-10-14 11:00:00,"Etc/GMT-7",7.28
2014-10-14 13:00:00,"Etc/GMT-7",7.481
2014-10-14 15:00:00,"Etc/GMT-7",7.682
2014-10-14 17:00:00,"Etc/GMT-7",7.682
2014-10-14 19:00:00,"Etc/GMT-7",7.682
2014-10-14 21:00:00,"Etc/GMT-7",7.682
2014-10-14 23:00:00,"Etc/GMT-7",7.682
2014-10-15 01:00:00,"Etc/GMT-7",7.582
2014-10-15 03:00:00,"Etc/GMT-7",7.481
2014-10-15 05:00:00,"Etc/GMT-7",7.381
2014-10-15 07:00:00,"Etc/GMT-7",7.28
2014-10-15 09:00:00,"Etc/GMT-7",7.179
2014-10-15 11:00:00,"Etc/GMT-7",7.179
2014-10-15 13:00:00,"Etc/GMT-7",6.877
2014-10-15 15:00:00,"Etc/GMT-7",6.775
2014-10-15 17:00:00,"Etc/GMT-7",6.775
2014-10-15 19:00:00,"Etc/GMT-7",6.674
2014-10-15 21:00:00,"Etc/GMT-7",6.573
2014-10-15 23:00:00,"Etc/GMT-7",6.573
2014-10-16 01:00:00,"Etc/GMT-7",6.573
2014-10-16 03:00:00,"Etc/GMT-7",6.471
2014-10-16 05:00:00,"Etc/GMT-7",6.37
2014-10-16 07:00:00,"Etc/GMT-7",6.268
2014-10-16 09:00:00,"Etc/GMT-7",6.268
2014-10-16 11:00:00,"Etc/GMT-7",6.37
2014-10-16 13:00:00,"Etc/GMT-7",6.573
2014-10-16 15:00:00,"Etc/GMT-7",6.573
2014-10-16 17:00:00,"Etc/GMT-7",6.674
2014-10-16 19:00:00,"Etc/GMT-7",6.573
2014-10-16 21:00:00,"Etc/GMT-7",6.471
2014-10-16 23:00:00,"Etc/GMT-7",6.37
2014-10-17 01:00:00,"Etc/GMT-7",6.268
2014-10-17 03:00:00,"Etc/GMT-7",6.268
2014-10-17 05:00:00,"Etc/GMT-7",6.37
2014-10-17 07:00:00,"Etc/GMT-7",6.37
2014-10-17 09:00:00,"Etc/GMT-7",6.471
2014-10-17 11:00:00,"Etc/GMT-7",6.573
2014-10-17 13:00:00,"Etc/GMT-7",6.775
2014-10-17 15:00:00,"Etc/GMT-7",6.978
2014-10-17 17:00:00,"Etc/GMT-7",7.079
2014-10-17 19:00:00,"Etc/GMT-7",7.179
2014-10-17 21:00:00,"Etc/GMT-7",7.381
2014-10-17 23:00:00,"Etc/GMT-7",7.481
2014-10-18 01:00:00,"Etc/GMT-7",7.481
2014-10-18 03:00:00,"Etc/GMT-7",7.582
2014-10-18 05:00:00,"Etc/GMT-7",7.582
2014-10-18 07:00:00,"Etc/GMT-7",7.582
2014-10-18 09:00:00,"Etc/GMT-7",7.582
2014-10-18 11:00:00,"Etc/GMT-7",7.682
2014-10-18 13:00:00,"Etc/GMT-7",7.782
2014-10-18 15:00:00,"Etc/GMT-7",7.782
2014-10-18 17:00:00,"Etc/GMT-7",7.782
2014-10-18 19:00:00,"Etc/GMT-7",7.782
2014-10-18 21:00:00,"Etc/GMT-7",7.682
2014-10-18 23:00:00,"Etc/GMT-7",7.582
2014-10-19 01:00:00,"Etc/GMT-7",7.481
2014-10-19 03:00:00,"Etc/GMT-7",7.381
2014-10-19 05:00:00,"Etc/GMT-7",7.28
2014-10-19 07:00:00,"Etc/GMT-7",7.28
2014-10-19 09:00:00,"Etc/GMT-7",7.28
2014-10-19 11:00:00,"Etc/GMT-7",7.381
2014-10-19 13:00:00,"Etc/GMT-7",7.582
2014-10-19 15:00:00,"Etc/GMT-7",7.782
2014-10-19 17:00:00,"Etc/GMT-7",7.882
2014-10-19 19:00:00,"Etc/GMT-7",7.782
2014-10-19 21:00:00,"Etc/GMT-7",7.782
2014-10-19 23:00:00,"Etc/GMT-7",7.782
2014-10-20 01:00:00,"Etc/GMT-7",7.682
2014-10-20 03:00:00,"Etc/GMT-7",7.682
2014-10-20 05:00:00,"Etc/GMT-7",7.782
2014-10-20 07:00:00,"Etc/GMT-7",7.782
2014-10-20 09:00:00,"Etc/GMT-7",7.682
2014-10-20 11:00:00,"Etc/GMT-7",7.682
2014-10-20 13:00:00,"Etc/GMT-7",7.682
2014-10-20 15:00:00,"Etc/GMT-7",7.682
2014-10-20 17:00:00,"Etc/GMT-7",7.582
2014-10-20 19:00:00,"Etc/GMT-7",7.481
2014-10-20 21:00:00,"Etc/GMT-7",7.28
2014-10-20 23:00:00,"Etc/GMT-7",7.179
2014-10-21 01:00:00,"Etc/GMT-7",7.079
2014-10-21 03:00:00,"Etc/GMT-7",6.978
2014-10-21 05:00:00,"Etc/GMT-7",6.877
2014-10-21 07:00:00,"Etc/GMT-7",6.877
2014-10-21 09:00:00,"Etc/GMT-7",6.775
2014-10-21 11:00:00,"Etc/GMT-7",6.775
2014-10-21 13:00:00,"Etc/GMT-7",6.775
2014-10-21 15:00:00,"Etc/GMT-7",6.877
2014-10-21 17:00:00,"Etc/GMT-7",6.877
2014-10-21 19:00:00,"Etc/GMT-7",6.775
2014-10-21 21:00:00,"Etc/GMT-7",6.573
2014-10-21 23:00:00,"Etc/GMT-7",6.471
2014-10-22 01:00:00,"Etc/GMT-7",6.573
2014-10-22 03:00:00,"Etc/GMT-7",6.674
2014-10-22 05:00:00,"Etc/GMT-7",6.775
2014-10-22 07:00:00,"Etc/GMT-7",6.877
2014-10-22 09:00:00,"Etc/GMT-7",6.877
2014-10-22 11:00:00,"Etc/GMT-7",6.978
2014-10-22 13:00:00,"Etc/GMT-7",7.179
2014-10-22 15:00:00,"Etc/GMT-7",7.079
2014-10-22 17:00:00,"Etc/GMT-7",7.079
2014-10-22 19:00:00,"Etc/GMT-7",7.079
2014-10-22 21:00:00,"Etc/GMT-7",7.079
2014-10-22 23:00:00,"Etc/GMT-7",7.079
2014-10-23 01:00:00,"Etc/GMT-7",6.877
2014-10-23 03:00:00,"Etc/GMT-7",6.674
2014-10-23 05:00:00,"Etc/GMT-7",6.471
2014-10-23 07:00:00,"Etc/GMT-7",6.064
2014-10-23 09:00:00,"Etc/GMT-7",5.962
2014-10-23 11:00:00,"Etc/GMT-7",5.86
2014-10-23 13:00:00,"Etc/GMT-7",5.962
2014-10-23 15:00:00,"Etc/GMT-7",5.962
2014-10-23 17:00:00,"Etc/GMT-7",5.552
2014-10-23 19:00:00,"Etc/GMT-7",5.037
2014-10-23 21:00:00,"Etc/GMT-7",4.831
2014-10-23 23:00:00,"Etc/GMT-7",4.934
2014-10-24 01:00:00,"Etc/GMT-7",5.037
2014-10-24 03:00:00,"Etc/GMT-7",5.141
2014-10-24 05:00:00,"Etc/GMT-7",5.244
2014-10-24 07:00:00,"Etc/GMT-7",5.141
2014-10-24 09:00:00,"Etc/GMT-7",5.037
2014-10-24 11:00:00,"Etc/GMT-7",5.244
2014-10-24 13:00:00,"Etc/GMT-7",5.552
2014-10-24 15:00:00,"Etc/GMT-7",5.86
2014-10-24 17:00:00,"Etc/GMT-7",5.962
2014-10-24 19:00:00,"Etc/GMT-7",5.86
2014-10-24 21:00:00,"Etc/GMT-7",5.757
2014-10-24 23:00:00,"Etc/GMT-7",5.757
2014-10-25 01:00:00,"Etc/GMT-7",5.757
2014-10-25 03:00:00,"Etc/GMT-7",5.86
2014-10-25 05:00:00,"Etc/GMT-7",5.86
2014-10-25 07:00:00,"Etc/GMT-7",5.86
2014-10-25 09:00:00,"Etc/GMT-7",5.86
2014-10-25 11:00:00,"Etc/GMT-7",5.962
2014-10-25 13:00:00,"Etc/GMT-7",6.166
2014-10-25 15:00:00,"Etc/GMT-7",6.37
2014-10-25 17:00:00,"Etc/GMT-7",6.573
2014-10-25 19:00:00,"Etc/GMT-7",6.573
2014-10-25 21:00:00,"Etc/GMT-7",6.166
2014-10-25 23:00:00,"Etc/GMT-7",5.45
2014-10-26 01:00:00,"Etc/GMT-7",5.141
2014-10-26 03:00:00,"Etc/GMT-7",4.727
2014-10-26 05:00:00,"Etc/GMT-7",4.727
2014-10-26 07:00:00,"Etc/GMT-7",4.623
2014-10-26 09:00:00,"Etc/GMT-7",3.998
2014-10-26 11:00:00,"Etc/GMT-7",3.788
2014-10-26 13:00:00,"Etc/GMT-7",3.893
2014-10-26 15:00:00,"Etc/GMT-7",3.893
2014-10-26 17:00:00,"Etc/GMT-7",4.311
2014-10-26 19:00:00,"Etc/GMT-7",4.519
2014-10-26 21:00:00,"Etc/GMT-7",4.311
2014-10-26 23:00:00,"Etc/GMT-7",4.415
2014-10-27 01:00:00,"Etc/GMT-7",4.415
2014-10-27 03:00:00,"Etc/GMT-7",4.207
2014-10-27 05:00:00,"Etc/GMT-7",3.998
2014-10-27 07:00:00,"Etc/GMT-7",3.893
2014-10-27 09:00:00,"Etc/GMT-7",3.788
2014-10-27 11:00:00,"Etc/GMT-7",3.893
2014-10-27 13:00:00,"Etc/GMT-7",4.102
2014-10-27 15:00:00,"Etc/GMT-7",4.415
2014-10-27 17:00:00,"Etc/GMT-7",4.727
2014-10-27 19:00:00,"Etc/GMT-7",4.727
2014-10-27 21:00:00,"Etc/GMT-7",4.623
2014-10-27 23:00:00,"Etc/GMT-7",4.519
2014-10-28 01:00:00,"Etc/GMT-7",4.519
2014-10-28 03:00:00,"Etc/GMT-7",4.623
2014-10-28 05:00:00,"Etc/GMT-7",4.727
2014-10-28 07:00:00,"Etc/GMT-7",5.037
2014-10-28 09:00:00,"Etc/GMT-7",5.244
2014-10-28 11:00:00,"Etc/GMT-7",5.552
2014-10-28 13:00:00,"Etc/GMT-7",5.757
2014-10-28 15:00:00,"Etc/GMT-7",5.86
2014-10-28 17:00:00,"Etc/GMT-7",5.962
2014-10-28 19:00:00,"Etc/GMT-7",5.962
2014-10-28 21:00:00,"Etc/GMT-7",5.962
2014-10-28 23:00:00,"Etc/GMT-7",5.962
2014-10-29 01:00:00,"Etc/GMT-7",5.962
2014-10-29 03:00:00,"Etc/GMT-7",5.86
2014-10-29 05:00:00,"Etc/GMT-7",5.962
2014-10-29 07:00:00,"Etc/GMT-7",5.86
2014-10-29 09:00:00,"Etc/GMT-7",5.757
2014-10-29 11:00:00,"Etc/GMT-7",5.86
2014-10-29 13:00:00,"Etc/GMT-7",5.86
2014-10-29 15:00:00,"Etc/GMT-7",5.962
2014-10-29 17:00:00,"Etc/GMT-7",6.064
2014-10-29 19:00:00,"Etc/GMT-7",5.962
2014-10-29 21:00:00,"Etc/GMT-7",5.86
2014-10-29 23:00:00,"Etc/GMT-7",5.757
2014-10-30 01:00:00,"Etc/GMT-7",5.655
2014-10-30 03:00:00,"Etc/GMT-7",5.655
2014-10-30 05:00:00,"Etc/GMT-7",5.757
2014-10-30 07:00:00,"Etc/GMT-7",5.86
2014-10-30 09:00:00,"Etc/GMT-7",5.86
2014-10-30 11:00:00,"Etc/GMT-7",5.962
2014-10-30 13:00:00,"Etc/GMT-7",6.166
2014-10-30 15:00:00,"Etc/GMT-7",6.268
2014-10-30 17:00:00,"Etc/GMT-7",6.37
2014-10-30 19:00:00,"Etc/GMT-7",6.471
2014-10-30 21:00:00,"Etc/GMT-7",6.37
2014-10-30 23:00:00,"Etc/GMT-7",6.471
2014-10-31 01:00:00,"Etc/GMT-7",6.37
2014-10-31 03:00:00,"Etc/GMT-7",6.268
2014-10-31 05:00:00,"Etc/GMT-7",6.268
2014-10-31 07:00:00,"Etc/GMT-7",6.166
2014-10-31 09:00:00,"Etc/GMT-7",6.064
2014-10-31 11:00:00,"Etc/GMT-7",5.962
2014-10-31 13:00:00,"Etc/GMT-7",5.757
2014-10-31 15:00:00,"Etc/GMT-7",5.757
2014-10-31 17:00:00,"Etc/GMT-7",5.655
2014-10-31 19:00:00,"Etc/GMT-7",5.552
2014-10-31 21:00:00,"Etc/GMT-7",5.45
2014-10-31 23:00:00,"Etc/GMT-7",5.141
2014-11-01 01:00:00,"Etc/GMT-7",4.934
2014-11-01 03:00:00,"Etc/GMT-7",4.727
2014-11-01 05:00:00,"Etc/GMT-7",4.415
